NAV,RP,SP,Date,
212.437,210.3126,212.437,11-Nov-11,
212.3435,210.2201,212.3435,14-Nov-11,
209.1247,207.0335,209.1247,15-Nov-11,
207.8883,205.8094,207.8883,16-Nov-11,
205.4044,203.3504,205.4044,17-Nov-11,
204.9082,202.8591,204.9082,18-Nov-11,
200.7564,198.7488,200.7564,21-Nov-11,
200.9528,198.9433,200.9528,22-Nov-11,
197.0299,195.0596,197.0299,23-Nov-11,
200.0115,198.0114,200.0115,24-Nov-11,
199.1634,197.1718,199.1634,25-Nov-11,
203.264,201.2314,203.264,28-Nov-11,
201.2968,199.2838,201.2968,29-Nov-11,
202.0206,200.0004,202.0206,30-Nov-11,
204.2923,202.2494,204.2923,1-Dec-11,
208.1033,206.0223,208.1033,2-Dec-11,
207.4414,205.367,207.4414,5-Dec-11,
206.5727,204.507,206.5727,7-Dec-11,
202.8659,200.8372,202.8659,8-Dec-11,
200.6112,198.6051,200.6112,9-Dec-11,
196.7741,194.8064,196.7741,12-Dec-11,
198.4506,196.4661,198.4506,13-Dec-11,
197.3885,195.4146,197.3885,14-Dec-11,
196.2402,194.2778,196.2402,15-Dec-11,
193.8656,191.9269,193.8656,16-Dec-11,
191.6073,189.6912,191.6073,19-Dec-11,
189.024,187.1338,189.024,20-Dec-11,
193.7444,191.807,193.7444,21-Dec-11,
194.5477,192.6022,194.5477,22-Dec-11,
193.4969,191.5619,193.4969,23-Dec-11,
195.965,194.0054,195.965,26-Dec-11,
194.8139,192.8658,194.8139,27-Dec-11,
193.8197,191.8815,193.8197,28-Dec-11,
192.7652,190.8375,192.7652,29-Dec-11,
192.5737,190.648,192.5737,30-Dec-11,
192.3978,190.4738,192.3978,2-Jan-12,
197.4517,195.4772,197.4517,3-Jan-12,
197.2243,195.2521,197.2243,4-Jan-12,
196.3791,194.4153,196.3791,5-Jan-12,
195.5331,193.5778,195.5331,6-Jan-12,
195.5634,193.6078,195.5634,9-Jan-12,
199.1494,197.1579,199.1494,10-Jan-12,
199.7414,197.744,199.7414,11-Jan-12,
198.9576,196.968,198.9576,12-Jan-12,
200.4691,198.4644,200.4691,13-Jan-12,
200.3917,198.3878,200.3917,16-Jan-12,
203.0879,201.057,203.0879,17-Jan-12,
201.49,199.4751,201.49,18-Jan-12,
202.8552,200.8266,202.8552,19-Jan-12,
204.0359,201.9955,204.0359,20-Jan-12,
204.095,202.0541,204.095,23-Jan-12,
206.2226,204.1604,206.2226,24-Jan-12,
207.6972,205.6202,207.6972,25-Jan-12,
210.2448,208.1424,210.2448,27-Jan-12,
206.0007,203.9407,206.0007,30-Jan-12,
210.1076,208.0065,210.1076,31-Jan-12,
211.3556,209.242,211.3556,1-Feb-12,
213.9679,211.8282,213.9679,2-Feb-12,
216.1426,213.9812,216.1426,3-Feb-12,
217.3779,215.2041,217.3779,6-Feb-12,
216.613,214.4469,216.613,7-Feb-12,
216.5512,214.3857,216.5512,8-Feb-12,
217.5586,215.383,217.5586,9-Feb-12,
217.9339,215.7546,217.9339,10-Feb-12,
219.291,217.0981,219.291,13-Feb-12,
219.2897,217.0968,219.2897,14-Feb-12,
223.1408,220.9094,223.1408,15-Feb-12,
222.3302,220.1069,222.3302,16-Feb-12,
222.6411,220.4147,222.6411,17-Feb-12,
223.6519,221.4154,223.6519,21-Feb-12,
220.0474,217.8469,220.0474,22-Feb-12,
219.6553,217.4587,219.6553,23-Feb-12,
219.539,217.3436,219.539,24-Feb-12,
215.4531,213.2986,215.4531,27-Feb-12,
219.4504,217.2559,219.4504,28-Feb-12,
220.3655,218.1618,220.3655,29-Feb-12,
219.1287,216.9374,219.1287,1-Mar-12,
219.0602,216.8696,219.0602,2-Mar-12,
216.4129,214.2488,216.4129,5-Mar-12,
214.8071,212.659,214.8071,6-Mar-12,
214.5658,212.4201,214.5658,7-Mar-12,
218.0768,215.896,218.0768,9-Mar-12,
218.6176,216.4314,218.6176,12-Mar-12,
220.5101,218.305,220.5101,13-Mar-12,
221.5088,219.2937,221.5088,14-Mar-12,
219.3931,217.1992,219.3931,15-Mar-12,
217.2284,215.0561,217.2284,16-Mar-12,
215.5108,213.3557,215.5108,19-Mar-12,
216.4894,214.3245,216.4894,20-Mar-12,
219.5315,217.3362,219.5315,21-Mar-12,
215.7537,213.5962,215.7537,22-Mar-12,
217.7531,215.5756,217.7531,23-Mar-12,
214.895,212.7461,214.895,26-Mar-12,
216.4833,214.3185,216.4833,27-Mar-12,
215.3403,213.1869,215.3403,28-Mar-12,
215.4036,213.2496,215.4036,29-Mar-12,
220.4207,218.2165,220.4207,30-Mar-12,
221.6714,219.4547,221.6714,2-Apr-12,
223.2625,221.0299,223.2625,3-Apr-12,
222.5704,220.3447,222.5704,4-Apr-12,
220.2329,218.0306,220.2329,9-Apr-12,
219.5355,217.3401,219.5355,10-Apr-12,
219.0175,216.8273,219.0175,11-Apr-12,
219.8646,217.666,219.8646,12-Apr-12,
217.1498,214.9783,217.1498,13-Apr-12,
217.1791,215.0073,217.1791,16-Apr-12,
219.1459,216.9544,219.1459,17-Apr-12,
219.758,217.5604,219.758,18-Apr-12,
220.8431,218.6347,220.8431,19-Apr-12,
219.6984,217.5014,219.6984,20-Apr-12,
215.6305,213.4742,215.6305,23-Apr-12,
214.9326,212.7833,214.9326,24-Apr-12,
214.6144,212.4683,214.6144,25-Apr-12,
214.3926,212.2487,214.3926,26-Apr-12,
214.6008,212.4548,214.6008,27-Apr-12,
216.5678,214.4021,216.5678,30-Apr-12,
216.9311,214.7618,216.9311,2-May-12,
215.04,212.8896,215.04,3-May-12,
211.8073,209.6892,211.8073,4-May-12,
212.9241,210.7949,212.9241,7-May-12,
210.4987,208.3937,210.4987,8-May-12,
208.5978,206.5118,208.5978,9-May-12,
208.9273,206.838,208.9273,10-May-12,
207.3411,205.2677,207.3411,11-May-12,
205.3207,203.2675,205.3207,14-May-12,
206.3084,204.2453,206.3084,15-May-12,
203.8409,201.8025,203.8409,16-May-12,
203.427,201.3927,203.427,17-May-12,
204.0452,202.0047,204.0452,18-May-12,
204.0455,202.005,204.0455,21-May-12,
202.382,200.3582,202.382,22-May-12,
201.0289,199.0186,201.0289,23-May-12,
204.1656,202.1239,204.1656,24-May-12,
204.8694,202.8207,204.8694,25-May-12,
207.426,205.3517,207.426,28-May-12,
207.091,205.0201,207.091,29-May-12,
205.5376,203.4822,205.5376,30-May-12,
205.9913,203.9314,205.9913,31-May-12,
203.3354,201.302,203.3354,1-Jun-12,
202.8582,200.8296,202.8582,4-Jun-12,
202.9997,200.9697,202.9997,5-Jun-12,
206.6491,204.5826,206.6491,6-Jun-12,
208.6179,206.5317,208.6179,7-Jun-12,
209.0572,206.9666,209.0572,8-Jun-12,
208.8603,206.7717,208.8603,11-Jun-12,
210.4105,208.3064,210.4105,12-Jun-12,
210.0669,207.9662,210.0669,13-Jun-12,
207.6007,205.5247,207.6007,14-Jun-12,
210.6757,208.5689,210.6757,15-Jun-12,
208.2852,206.2023,208.2852,18-Jun-12,
209.3663,207.2726,209.3663,19-Jun-12,
210.2331,208.1308,210.2331,20-Jun-12,
211.7746,209.6569,211.7746,21-Jun-12,
211.964,209.8444,211.964,22-Jun-12,
210.8117,208.7036,210.8117,25-Jun-12,
211.292,209.1791,211.292,26-Jun-12,
212.3474,210.2239,212.3474,27-Jun-12,
212.4921,210.3672,212.4921,28-Jun-12,
217.1948,215.0229,217.1948,29-Jun-12,
218.228,216.0457,218.228,2-Jul-12,
219.4265,217.2322,219.4265,3-Jul-12,
219.9022,217.7032,219.9022,4-Jul-12,
220.955,218.7455,220.955,5-Jul-12,
220.3004,218.0974,220.3004,6-Jul-12,
218.9068,216.7177,218.9068,9-Jul-12,
220.645,218.4386,220.645,10-Jul-12,
219.418,217.2238,219.418,11-Jul-12,
217.4088,215.2347,217.4088,12-Jul-12,
217.0931,214.9222,217.0931,13-Jul-12,
217.1201,214.9489,217.1201,16-Jul-12,
217.1799,215.0081,217.1799,17-Jul-12,
217.877,215.6982,217.877,18-Jul-12,
218.1433,215.9619,218.1433,19-Jul-12,
217.3194,215.1462,217.3194,20-Jul-12,
214.229,212.0867,214.229,23-Jul-12,
214.7725,212.6248,214.7725,24-Jul-12,
214.3143,212.1712,214.3143,25-Jul-12,
212.9251,210.7958,212.9251,26-Jul-12,
214.4343,212.29,214.4343,27-Jul-12,
217.2233,215.0511,217.2233,30-Jul-12,
217.9585,215.7789,217.9585,31-Jul-12,
218.7616,216.574,218.7616,1-Aug-12,
219.1859,216.994,219.1859,2-Aug-12,
218.8883,216.6994,218.8883,3-Aug-12,
220.6595,218.4529,220.6595,6-Aug-12,
221.5468,219.3313,221.5468,7-Aug-12,
220.4069,218.2028,220.4069,8-Aug-12,
219.2671,217.0744,219.2671,9-Aug-12,
219.1802,216.9884,219.1802,10-Aug-12,
220.0393,217.8389,220.0393,13-Aug-12,
221.9095,219.6904,221.9095,14-Aug-12,
221.9007,219.6817,221.9007,16-Aug-12,
222.2111,219.989,222.2111,17-Aug-12,
223.1157,220.8845,223.1157,21-Aug-12,
222.6101,220.384,222.6101,22-Aug-12,
222.444,220.2196,222.444,23-Aug-12,
221.9264,219.7071,221.9264,24-Aug-12,
221.0593,218.8487,221.0593,27-Aug-12,
220.0583,217.8577,220.0583,28-Aug-12,
218.8312,216.6429,218.8312,29-Aug-12,
219.8845,217.6857,219.8845,30-Aug-12,
219.4043,217.2103,219.4043,31-Aug-12,
219.1748,216.9831,219.1748,3-Sep-12,
219.4377,217.2433,219.4377,4-Sep-12,
217.7317,215.5544,217.7317,5-Sep-12,
218.6099,216.4238,218.6099,6-Sep-12,
221.3902,219.1763,221.3902,7-Sep-12,
222.1734,219.9517,222.1734,10-Sep-12,
223.2401,221.0077,223.2401,11-Sep-12,
224.1524,221.9109,224.1524,12-Sep-12,
224.4146,222.1705,224.4146,13-Sep-12,
226.9751,224.7053,226.9751,14-Sep-12,
228.2946,226.0117,228.2946,17-Sep-12,
227.9669,225.6872,227.9669,18-Sep-12,
226.6154,224.3492,226.6154,20-Sep-12,
231.2013,228.8893,231.2013,21-Sep-12,
231.5611,229.2455,231.5611,24-Sep-12,
232.9234,230.5942,232.9234,25-Sep-12,
232.6352,230.3088,232.6352,26-Sep-12,
232.2741,229.9514,232.2741,27-Sep-12,
235.1855,232.8336,235.1855,28-Sep-12,
236.4451,234.0806,236.4451,1-Oct-12,
237.1424,234.771,237.1424,3-Oct-12,
237.9993,235.6193,237.9993,4-Oct-12,
236.0381,233.6777,236.0381,5-Oct-12,
234.2076,231.8655,234.2076,8-Oct-12,
235.3337,232.9804,235.3337,9-Oct-12,
233.7125,231.3754,233.7125,10-Oct-12,
234.829,232.4807,234.829,11-Oct-12,
233.454,231.1195,233.454,12-Oct-12,
234.47,232.1253,234.47,15-Oct-12,
234.0662,231.7255,234.0662,16-Oct-12,
236.3918,234.0279,236.3918,17-Oct-12,
238.3851,236.0012,238.3851,18-Oct-12,
237.839,235.4606,237.839,19-Oct-12,
238.1568,235.7752,238.1568,22-Oct-12,
237.1548,234.7833,237.1548,23-Oct-12,
237.7029,235.3259,237.7029,25-Oct-12,
235.6279,233.2716,235.6279,26-Oct-12,
235.0471,232.6966,235.0471,29-Oct-12,
233.4888,231.1539,233.4888,30-Oct-12,
235.0672,232.7165,235.0672,31-Oct-12,
236.4341,234.0698,236.4341,1-Nov-12,
236.9496,234.5801,236.9496,2-Nov-12,
237.122,234.7508,237.122,5-Nov-12,
238.9271,236.5378,238.9271,6-Nov-12,
239.3293,236.936,239.3293,7-Nov-12,
238.1273,235.746,238.1273,8-Nov-12,
236.7093,234.3422,236.7093,9-Nov-12,
237.9157,235.5365,237.9157,12-Nov-12,
238.3713,235.9876,238.3713,15-Nov-12,
236.5602,234.1946,236.5602,16-Nov-12,
235.9857,233.6258,235.9857,19-Nov-12,
235.5785,233.2227,235.5785,20-Nov-12,
236.5039,234.1389,236.5039,21-Nov-12,
238.0629,235.6823,238.0629,22-Nov-12,
237.787,235.4091,237.787,23-Nov-12,
240.1314,237.7301,240.1314,26-Nov-12,
243.1151,240.6839,243.1151,27-Nov-12,
246.7738,244.3061,246.7738,29-Nov-12,
249.2417,246.7493,249.2417,30-Nov-12,
250.3179,247.8147,250.3179,3-Dec-12,
249.9877,247.4878,249.9877,4-Dec-12,
249.376,246.8822,249.376,5-Dec-12,
249.8249,247.3267,249.8249,6-Dec-12,
249.0177,246.5275,249.0177,7-Dec-12,
248.8515,246.363,248.8515,10-Dec-12,
247.3422,244.8688,247.3422,11-Dec-12,
247.0795,244.6087,247.0795,12-Dec-12,
246.8277,244.3594,246.8277,13-Dec-12,
247.7316,245.2543,247.7316,14-Dec-12,
248.0065,245.5264,248.0065,17-Dec-12,
248.9916,246.5017,248.9916,18-Dec-12,
250.6384,248.132,250.6384,19-Dec-12,
250.2845,247.7817,250.2845,20-Dec-12,
247.671,245.1943,247.671,21-Dec-12,
248.6692,246.1825,248.6692,24-Dec-12,
250.9191,248.4099,250.9191,26-Dec-12,
249.9593,247.4597,249.9593,27-Dec-12,
251.2737,248.761,251.2737,28-Dec-12,
252.3438,249.8204,252.3438,31-Dec-12,
253.6914,251.1545,253.6914,1-Jan-13,
254.5831,252.0373,254.5831,2-Jan-13,
255.8842,253.3254,255.8842,3-Jan-13,
256.621,254.0548,256.621,4-Jan-13,
256.8791,254.3103,256.8791,7-Jan-13,
256.8502,254.2817,256.8502,8-Jan-13,
256.8864,254.3175,256.8864,9-Jan-13,
256.9648,254.3952,256.9648,10-Jan-13,
255.7857,253.2278,255.7857,11-Jan-13,
258.2288,255.6465,258.2288,14-Jan-13,
259.5659,256.9702,259.5659,15-Jan-13,
257.3978,254.8238,257.3978,16-Jan-13,
258.7803,256.1925,258.7803,17-Jan-13,
258.1592,255.5776,258.1592,18-Jan-13,
258.6886,256.1017,258.6886,21-Jan-13,
257.7908,255.2129,257.7908,22-Jan-13,
258.0695,255.4888,258.0695,23-Jan-13,
255.7054,253.1483,255.7054,24-Jan-13,
257.1993,254.6273,257.1993,25-Jan-13,
256.9986,254.4286,256.9986,28-Jan-13,
255.9648,253.4052,255.9648,29-Jan-13,
256.5401,253.9747,256.5401,30-Jan-13,
255.752,253.1945,255.752,31-Jan-13,
255.2799,252.7271,255.2799,1-Feb-13,
254.1787,251.6369,254.1787,4-Feb-13,
252.8169,250.2887,252.8169,5-Feb-13,
252.1893,249.6674,252.1893,6-Feb-13,
251.4445,248.9301,251.4445,7-Feb-13,
249.7817,247.2839,249.7817,8-Feb-13,
249.2708,246.7781,249.2708,11-Feb-13,
250.5639,248.0583,250.5639,12-Feb-13,
251.1624,248.6508,251.1624,13-Feb-13,
248.2043,245.7223,248.2043,14-Feb-13,
247.6514,245.1749,247.6514,15-Feb-13,
247.2951,244.8221,247.2951,18-Feb-13,
249.6061,247.11,249.6061,19-Feb-13,
249.0166,246.5264,249.0166,20-Feb-13,
245.2702,242.8175,245.2702,21-Feb-13,
246.4494,243.9849,246.4494,22-Feb-13,
245.467,243.0123,245.467,25-Feb-13,
243.038,240.6076,243.038,26-Feb-13,
244.4707,242.026,244.4707,27-Feb-13,
241.1393,238.7279,241.1393,28-Feb-13,
241.0424,238.632,241.0424,1-Mar-13,
240.6908,238.2839,240.6908,4-Mar-13,
243.9125,241.4734,243.9125,5-Mar-13,
244.7234,242.2762,244.7234,6-Mar-13,
245.5322,243.0769,245.5322,7-Mar-13,
247.6821,245.2053,247.6821,8-Mar-13,
247.2433,244.7709,247.2433,11-Mar-13,
246.2393,243.7769,246.2393,12-Mar-13,
243.5775,241.1417,243.5775,13-Mar-13,
245.0176,242.5674,245.0176,14-Mar-13,
243.3638,240.9302,243.3638,15-Mar-13,
241.7637,239.3461,241.7637,18-Mar-13,
238.9957,236.6057,238.9957,19-Mar-13,
236.4942,234.1293,236.4942,20-Mar-13,
236.3527,233.9892,236.3527,21-Mar-13,
235.5823,233.2265,235.5823,22-Mar-13,
234.9297,232.5804,234.9297,25-Mar-13,
235.961,233.6014,235.961,26-Mar-13,
237.7108,235.3337,237.7108,28-Mar-13,
239.0403,236.6499,239.0403,1-Apr-13,
241.3786,238.9648,241.3786,2-Apr-13,
238.7127,236.3256,238.7127,3-Apr-13,
235.559,233.2034,235.559,4-Apr-13,
235.2964,232.9434,235.2964,5-Apr-13,
235.3705,233.0168,235.3705,8-Apr-13,
233.1204,230.7892,233.1204,9-Apr-13,
234.323,231.9798,234.323,10-Apr-13,
234.8524,232.5039,234.8524,11-Apr-13,
231.3173,229.0041,231.3173,12-Apr-13,
232.1643,229.8427,232.1643,15-Apr-13,
235.3548,233.0013,235.3548,16-Apr-13,
235.1831,232.8313,235.1831,17-Apr-13,
237.5807,235.2049,237.5807,18-Apr-13,
239.6838,237.287,239.6838,22-Apr-13,
240.1781,237.7763,240.1781,23-Apr-13,
242.6883,240.2614,242.6883,25-Apr-13,
242.0293,239.609,242.0293,26-Apr-13,
243.1437,240.7123,243.1437,29-Apr-13,
243.307,240.8739,243.307,30-Apr-13,
244.8839,242.4351,244.8839,2-May-13,
243.6435,241.2071,243.6435,3-May-13,
245.1356,242.6842,245.1356,6-May-13,
247.7122,245.2351,247.7122,7-May-13,
248.559,246.0734,248.559,8-May-13,
247.302,244.829,247.302,9-May-13,
248.9219,246.4327,248.9219,10-May-13,
246.1207,243.6595,246.1207,13-May-13,
246.6649,244.1983,246.6649,14-May-13,
250.5231,248.0179,250.5231,15-May-13,
251.9399,249.4205,251.9399,16-May-13,
251.7214,249.2042,251.7214,17-May-13,
250.0157,247.5155,250.0157,20-May-13,
248.1666,245.6849,248.1666,21-May-13,
248.0207,245.5405,248.0207,22-May-13,
243.8861,241.4472,243.8861,23-May-13,
244.8524,242.4039,244.8524,24-May-13,
248.1992,245.7172,248.1992,27-May-13,
249.5629,247.0673,249.5629,28-May-13,
249.0039,246.5139,249.0039,29-May-13,
249.4037,246.9097,249.4037,30-May-13,
246.4601,243.9955,246.4601,31-May-13,
247.6493,245.1728,247.6493,3-Jun-13,
247.1751,244.7033,247.1751,4-Jun-13,
246.7433,244.2759,246.7433,5-Jun-13,
245.9082,243.4491,245.9082,6-Jun-13,
245.0745,242.6238,245.0745,7-Jun-13,
244.34,241.8966,244.34,10-Jun-13,
241.2658,238.8531,241.2658,11-Jun-13,
240.9982,238.5882,240.9982,12-Jun-13,
239.5484,237.1529,239.5484,13-Jun-13,
242.1236,239.7024,242.1236,14-Jun-13,
243.227,240.7947,243.227,17-Jun-13,
242.749,240.3215,242.749,18-Jun-13,
243.4394,241.005,243.4394,19-Jun-13,
238.038,235.6576,238.038,20-Jun-13,
238.4909,236.106,238.4909,21-Jun-13,
234.6827,232.3359,234.6827,24-Jun-13,
235.0178,232.6676,235.0178,25-Jun-13,
233.338,231.0046,233.338,26-Jun-13,
235.4339,233.0796,235.4339,27-Jun-13,
240.9067,238.4976,240.9067,28-Jun-13,
242.3005,239.8775,242.3005,1-Jul-13,
241.9471,239.5276,241.9471,2-Jul-13,
239.0511,236.6606,239.0511,3-Jul-13,
240.8065,238.3984,240.8065,4-Jul-13,
241.3532,238.9397,241.3532,5-Jul-13,
239.8342,237.4359,239.8342,8-Jul-13,
241.6529,239.2364,241.6529,9-Jul-13,
240.4684,238.0637,240.4684,10-Jul-13,
243.9367,241.4973,243.9367,11-Jul-13,
246.5229,244.0577,246.5229,12-Jul-13,
247.398,244.924,247.398,15-Jul-13,
243.9846,241.5448,243.9846,16-Jul-13,
243.1622,240.7306,243.1622,17-Jul-13,
245.4002,242.9462,245.4002,18-Jul-13,
245.0952,242.6442,245.0952,19-Jul-13,
245.3664,242.9127,245.3664,22-Jul-13,
246.0038,243.5438,246.0038,23-Jul-13,
242.736,240.3086,242.736,24-Jul-13,
240.1537,237.7522,240.1537,25-Jul-13,
238.8084,236.4203,238.8084,26-Jul-13,
237.4395,235.0651,237.4395,29-Jul-13,
233.9652,231.6255,233.9652,30-Jul-13,
235.0802,232.7294,235.0802,31-Jul-13,
234.5605,232.2149,234.5605,1-Aug-13,
232.5677,230.242,232.5677,2-Aug-13,
232.036,229.7156,232.036,5-Aug-13,
226.5894,224.3235,226.5894,6-Aug-13,
227.5676,225.2919,227.5676,7-Aug-13,
229.4752,227.1804,229.4752,8-Aug-13,
230.6835,228.3767,230.6835,12-Aug-13,
234.1606,231.819,234.1606,13-Aug-13,
235.2483,232.8958,235.2483,14-Aug-13,
228.0907,225.8098,228.0907,16-Aug-13,
224.0963,221.8553,224.0963,19-Aug-13,
223.4642,221.2296,223.4642,20-Aug-13,
220.7456,218.5381,220.7456,21-Aug-13,
223.4745,221.2398,223.4745,22-Aug-13,
224.7173,222.4701,224.7173,23-Aug-13,
225.3107,223.0576,225.3107,26-Aug-13,
219.7442,217.5468,219.7442,27-Aug-13,
218.0385,215.8581,218.0385,28-Aug-13,
222.2782,220.0554,222.2782,29-Aug-13,
223.4676,221.2329,223.4676,30-Aug-13,
225.1418,222.8904,225.1418,2-Sep-13,
218.8511,216.6626,218.8511,3-Sep-13,
223.2452,221.0127,223.2452,4-Sep-13,
228.3014,226.0184,228.3014,5-Sep-13,
232.1828,229.861,232.1828,6-Sep-13,
237.7088,235.3317,237.7088,10-Sep-13,
238.7145,236.3274,238.7145,11-Sep-13,
237.1329,234.7616,237.1329,12-Sep-13,
237.276,234.9032,237.276,13-Sep-13,
238.515,236.1299,238.515,16-Sep-13,
238.7335,236.3462,238.7335,17-Sep-13,
240.3681,237.9644,240.3681,18-Sep-13,
247.4403,244.9659,247.4403,19-Sep-13,
245.1254,242.6741,245.1254,20-Sep-13,
241.2777,238.8649,241.2777,23-Sep-13,
241.6225,239.2063,241.6225,24-Sep-13,
240.7258,238.3185,240.7258,25-Sep-13,
240.6299,238.2236,240.6299,26-Sep-13,
238.9026,236.5136,238.9026,27-Sep-13,
236.0835,233.7227,236.0835,30-Sep-13,
237.4618,235.0872,237.4618,1-Oct-13,
240.8943,238.4854,240.8943,3-Oct-13,
240.7147,238.3076,240.7147,4-Oct-13,
239.9761,237.5763,239.9761,7-Oct-13,
241.1884,238.7765,241.1884,8-Oct-13,
243.7934,241.3555,243.7934,9-Oct-13,
244.6248,242.1786,244.6248,10-Oct-13,
247.1723,244.7006,247.1723,11-Oct-13,
248.2634,245.7808,248.2634,14-Oct-13,
246.8364,244.368,246.8364,15-Oct-13,
246.3343,243.871,246.3343,17-Oct-13,
250.8372,248.3288,250.8372,18-Oct-13,
251.9246,249.4054,251.9246,21-Oct-13,
252.2391,249.7167,252.2391,22-Oct-13,
251.133,248.6217,251.133,23-Oct-13,
250.8594,248.3508,250.8594,24-Oct-13,
250.5964,248.0904,250.5964,25-Oct-13,
249.2703,246.7776,249.2703,28-Oct-13,
253.5183,250.9831,253.5183,29-Oct-13,
255.7428,253.1854,255.7428,30-Oct-13,
257.311,254.7379,257.311,31-Oct-13,
258.6486,256.0621,258.6486,1-Nov-13,
259.001,256.411,259.001,5-Nov-13,
257.9736,255.3939,257.9736,6-Nov-13,
256.1184,253.5572,256.1184,7-Nov-13,
254.8388,252.2904,254.8388,8-Nov-13,
253.5657,251.03,253.5657,11-Nov-13,
252.0418,249.5214,252.0418,12-Nov-13,
250.5433,248.0379,250.5433,13-Nov-13,
252.8822,250.3534,252.8822,14-Nov-13,
256.1146,253.5535,256.1146,18-Nov-13,
257.0605,254.4899,257.0605,19-Nov-13,
255.4132,252.8591,255.4132,20-Nov-13,
251.9819,249.4621,251.9819,21-Nov-13,
252.139,249.6176,252.139,22-Nov-13,
254.9898,252.4399,254.9898,25-Nov-13,
252.5177,249.9925,252.5177,26-Nov-13,
252.8934,250.3645,252.8934,27-Nov-13,
254.9578,252.4082,254.9578,28-Nov-13,
257.8782,255.2994,257.8782,29-Nov-13,
260.2815,257.6787,260.2815,2-Dec-13,
260.1978,257.5958,260.1978,3-Dec-13,
258.9621,256.3725,258.9621,4-Dec-13,
261.3717,258.758,261.3717,5-Dec-13,
261.9229,259.3037,261.9229,6-Dec-13,
265.0491,262.3986,265.0491,9-Dec-13,
262.8078,260.1797,262.8078,10-Dec-13,
262.8782,260.2494,262.8782,11-Dec-13,
261.0999,258.4889,261.0999,12-Dec-13,
257.9283,255.349,257.9283,13-Dec-13,
257.1699,254.5982,257.1699,16-Dec-13,
257.7434,255.166,257.7434,17-Dec-13,
260.8904,258.2815,260.8904,18-Dec-13,
259.5347,256.9394,259.5347,19-Dec-13,
263.9742,261.3345,263.9742,20-Dec-13,
264.7089,262.0618,264.7089,23-Dec-13,
264.5249,261.8797,264.5249,24-Dec-13,
265.9936,263.3337,265.9936,26-Dec-13,
266.6727,264.006,266.6727,27-Dec-13,
265.5464,262.8909,265.5464,30-Dec-13,
266.3419,263.6785,266.3419,31-Dec-13,
266.7541,264.0866,266.7541,1-Jan-14,
262.4052,259.7811,262.4052,2-Jan-14,
262.387,259.7631,262.387,3-Jan-14,
261.9957,259.3757,261.9957,6-Jan-14,
260.9389,258.3295,260.9389,7-Jan-14,
262.0353,259.4149,262.0353,8-Jan-14,
262.2342,259.6119,262.2342,9-Jan-14,
261.4514,258.8369,261.4514,10-Jan-14,
264.4571,261.8125,264.4571,13-Jan-14,
263.7272,261.0899,263.7272,14-Jan-14,
265.5015,262.8465,265.5015,15-Jan-14,
264.8833,262.2345,264.8833,16-Jan-14,
262.779,260.1512,262.779,17-Jan-14,
263.4407,260.8063,263.4407,20-Jan-14,
264.2542,261.6117,264.2542,21-Jan-14,
265.3829,262.7291,265.3829,22-Jan-14,
266.2534,263.5909,266.2534,23-Jan-14,
263.6482,261.0117,263.6482,24-Jan-14,
258.7646,256.177,258.7646,27-Jan-14,
258.3516,255.7681,258.3516,28-Jan-14,
257.5959,255.0199,257.5959,29-Jan-14,
255.6406,253.0842,255.6406,30-Jan-14,
257.7537,255.1762,257.7537,31-Jan-14,
255.4433,252.8889,255.4433,3-Feb-14,
255.9785,253.4187,255.9785,4-Feb-14,
257.1235,254.5523,257.1235,5-Feb-14,
256.246,253.6835,256.246,6-Feb-14,
257.6303,255.054,257.6303,7-Feb-14,
257.4291,254.8548,257.4291,10-Feb-14,
257.9689,255.3892,257.9689,11-Feb-14,
259.2907,256.6978,259.2907,12-Feb-14,
256.3214,253.7582,256.3214,13-Feb-14,
257.9885,255.4086,257.9885,14-Feb-14,
258.6718,256.0851,258.6718,17-Feb-14,
260.6828,258.076,260.6828,18-Feb-14,
262.0768,259.456,262.0768,19-Feb-14,
260.094,257.4931,260.094,20-Feb-14,
262.4868,259.8619,262.4868,21-Feb-14,
264.3355,261.6921,264.3355,24-Feb-14,
265.4938,262.8389,265.4938,25-Feb-14,
266.3863,263.7224,266.3863,26-Feb-14,
267.0358,264.3654,267.0358,28-Feb-14,
265.703,263.046,265.703,3-Mar-14,
268.2777,265.5949,268.2777,4-Mar-14,
269.1396,266.4482,269.1396,5-Mar-14,
272.1052,269.3841,272.1052,6-Mar-14,
276.075,273.3143,276.075,7-Mar-14,
277.933,275.1537,277.933,10-Mar-14,
277.336,274.5626,277.336,11-Mar-14,
277.1561,274.3845,277.1561,12-Mar-14,
276.6046,273.8386,276.6046,13-Mar-14,
276.3717,273.608,276.3717,14-Mar-14,
278.148,275.3665,278.148,18-Mar-14,
279.1981,276.4061,279.1981,19-Mar-14,
277.8065,275.0284,277.8065,20-Mar-14,
278.1773,275.3955,278.1773,21-Mar-14,
281.0152,278.205,281.0152,24-Mar-14,
281.7946,278.9767,281.7946,25-Mar-14,
282.6787,279.8519,282.6787,26-Mar-14,
284.6855,281.8386,284.6855,27-Mar-14,
287.4926,284.6177,287.4926,28-Mar-14,
288.688,285.8011,288.688,31-Mar-14,
288.5405,285.6551,288.5405,1-Apr-14,
291.5654,288.6497,291.5654,2-Apr-14,
290.3726,287.4689,290.3726,3-Apr-14,
